StateAbbreviation,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,24.19,"38,262.58","20,390,582.40",54.73,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-02-14
CA,7.41,"11,719.85","4,984,420.87",13.38,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-02-14
CA,0.73,"1,162.06","489,267.49",1.31,0.00,0.00,1,4,D3  ,California,"158,147.87",2017-02-14
CA,38.34,"60,639.14","23,200,253.67",62.28,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-02-21
CA,16.87,"26,685.76","14,947,627.82",40.12,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-02-21
CA,4.19,"6,618.70","1,786,312.58",4.79,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-02-21
CA,25.51,"40,343.58","20,667,611.96",55.48,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-02-28
CA,8.73,"13,806.24","10,537,111.56",28.28,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-02-28
CA,4.08,"6,444.84","1,969,013.65",5.29,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-02-28
CA,23.46,"37,105.31","19,768,492.97",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-03-07
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-03-07
CA,1.10,"1,746.54","381,847.03",1.02,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-03-07
CA,23.46,"37,098.45","19,768,480.55",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-03-14
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-03-14
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-03-14
CA,23.46,"37,098.45","19,768,480.55",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-03-21
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-03-21
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-03-21
CA,23.46,"37,098.45","19,768,480.55",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-03-28
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-03-28
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-03-28
CA,23.46,"37,098.49","19,768,482.17",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-04-04
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-04-04
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-04-04
CA,23.46,"37,098.45","19,768,480.55",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-04-11
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-04-11
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-04-11
CA,23.46,"37,098.45","19,768,480.55",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-04-18
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-04-18
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-04-18
CA,23.46,"37,098.49","19,768,482.17",53.06,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-04-25
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-04-25
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-04-25
CA,23.53,"37,212.45","19,787,056.06",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-05-02
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-05-02
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-05-02
CA,23.53,"37,212.45","19,787,056.06",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-05-09
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-05-09
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-05-09
CA,23.53,"37,212.45","19,787,056.06",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-05-16
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-05-16
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-05-16
CA,23.53,"37,212.41","19,787,054.28",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-05-23
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-05-23
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-05-23
CA,23.53,"37,212.41","19,787,054.28",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-05-30
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-05-30
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-05-30
CA,23.53,"37,212.41","19,787,054.28",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-06-06
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-06-06
CA,1.06,"1,671.37","200,857.29",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-06-06
CA,23.53,"37,212.45","19,787,056.06",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-06-13
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-06-13
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-06-13
CA,23.53,"37,212.45","19,787,056.06",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-06-20
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-06-20
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-06-20
CA,23.53,"37,212.45","19,787,056.06",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-06-27
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-06-27
CA,1.06,"1,671.41","200,858.77",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-06-27
CA,23.54,"37,235.24","19,789,359.98",53.12,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-07-04
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-07-04
CA,1.06,"1,671.44","200,860.26",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-07-04
CA,23.54,"37,235.24","19,789,359.98",53.12,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-07-11
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-07-11
CA,1.06,"1,671.44","200,860.26",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-07-11
CA,24.31,"38,438.53","19,863,374.94",53.32,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-07-18
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-07-18
CA,1.06,"1,671.44","200,860.26",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-07-18
CA,24.27,"38,389.44","19,858,409.05",53.31,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-07-25
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-07-25
CA,1.06,"1,671.44","200,860.26",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-07-25
CA,22.14,"35,014.33","19,786,222.27",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-08-01
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-08-01
CA,1.06,"1,671.44","200,860.26",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-08-01
CA,22.14,"35,014.33","19,786,222.27",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-08-08
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-08-08
CA,1.06,"1,671.44","200,860.26",0.54,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-08-08
CA,22.14,"35,014.65","19,786,254.34",53.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-08-15
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-08-15
CA,0.04,57.48,"138,385.69",0.37,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-08-15
CA,22.12,"34,982.65","19,783,017.84",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-08-22
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-08-22
CA,0.04,57.48,"138,385.69",0.37,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-08-22
CA,22.12,"34,982.65","19,783,017.84",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-08-29
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-08-29
CA,0.04,57.48,"138,385.69",0.37,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-08-29
CA,22.12,"34,982.65","19,783,017.84",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-09-05
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-09-05
CA,0.04,57.48,"138,385.69",0.37,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-09-05
CA,22.12,"34,982.65","19,783,017.84",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-09-12
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-09-12
CA,0.04,57.48,"138,385.69",0.37,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-09-12
CA,22.12,"34,982.65","19,783,017.84",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-09-19
CA,8.24,"13,034.24","10,293,049.44",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-09-19
CA,0.04,57.48,"138,385.69",0.37,0.00,0.00,1,3,D2  ,California,"158,147.87",2017-09-19
CA,22.12,"34,982.63","19,783,016.08",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-09-26
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-09-26
CA,22.12,"34,982.63","19,783,016.08",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-10-03
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-10-03
CA,22.12,"34,982.61","19,783,014.33",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-10-10
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-10-10
CA,22.12,"34,982.61","19,783,014.33",53.10,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-10-17
CA,8.24,"13,034.15","10,293,142.17",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-10-17
CA,22.10,"34,946.52","19,778,345.33",53.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-10-24
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-10-24
CA,22.10,"34,946.52","19,778,345.33",53.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-10-31
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-10-31
CA,22.10,"34,946.52","19,778,345.33",53.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-11-07
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-11-07
CA,26.02,"41,152.54","20,570,120.22",55.22,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-11-14
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-11-14
CA,26.02,"41,152.54","20,570,120.22",55.22,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-11-21
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-11-21
CA,30.91,"48,888.63","21,890,702.33",58.76,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-11-28
CA,8.24,"13,034.20","10,293,095.82",27.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-11-28
CA,34.62,"54,745.78","22,561,418.66",60.56,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-12-05
CA,9.90,"15,657.73","12,979,806.71",34.84,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-12-05
CA,44.30,"70,060.46","23,603,439.73",63.36,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-12-12
CA,9.90,"15,657.81","12,979,805.45",34.84,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-12-12
CA,44.30,"70,060.60","23,603,448.10",63.36,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-12-19
CA,12.69,"20,065.91","13,752,458.66",36.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-12-19
CA,44.30,"70,060.60","23,603,448.10",63.36,0.00,0.00,1,1,D0  ,California,"158,147.87",2017-12-26
CA,12.69,"20,065.91","13,752,458.66",36.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2017-12-26
CA,44.30,"70,060.60","23,603,448.10",63.36,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-01-02
CA,12.69,"20,065.91","13,752,458.66",36.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-01-02
CA,46.42,"73,410.79","23,626,963.82",63.42,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-01-09
CA,12.69,"20,065.91","13,752,458.66",36.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-01-09
CA,46.79,"73,999.43","23,632,853.58",63.44,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-01-16
CA,12.69,"20,065.91","13,752,458.66",36.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-01-16
CA,54.52,"86,227.98","24,853,488.74",66.71,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-01-23
CA,12.69,"20,065.91","13,752,458.66",36.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-01-23
CA,73.33,"115,969.24","25,972,737.20",69.72,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-01-30
CA,43.72,"69,148.20","24,029,769.63",64.50,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-01-30
CA,4.92,"7,785.38","8,346,639.09",22.40,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-01-30
CA,81.73,"129,252.98","27,753,268.25",74.50,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-02-06
CA,45.60,"72,119.18","24,113,938.81",64.73,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-02-06
CA,6.39,"10,101.51","12,377,622.34",33.22,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-02-06
CA,81.71,"129,219.48","27,822,279.18",74.68,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-02-13
CA,45.71,"72,284.00","24,121,330.93",64.75,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-02-13
CA,19.98,"31,600.21","14,943,761.71",40.11,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-02-13
CA,91.57,"144,814.28","36,378,520.34",97.65,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-02-20
CA,47.87,"75,711.79","24,205,832.58",64.98,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-02-20
CA,19.98,"31,600.24","14,943,839.11",40.11,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-02-20
CA,91.52,"144,737.49","36,370,859.77",97.63,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-02-27
CA,47.87,"75,711.90","24,205,852.34",64.98,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-02-27
CA,19.98,"31,600.21","14,943,761.71",40.11,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-02-27
CA,91.52,"144,737.28","36,370,838.31",97.63,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-03-06
CA,47.87,"75,711.79","24,205,832.58",64.98,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-03-06
CA,22.40,"35,425.00","15,362,643.87",41.24,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-03-06
CA,0.43,681.31,"468,841.67",1.26,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-03-06
CA,88.92,"140,622.46","32,100,297.03",86.17,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-03-13
CA,47.68,"75,401.58","24,169,753.28",64.88,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-03-13
CA,22.31,"35,288.91","15,345,828.10",41.19,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-03-13
CA,0.43,681.31,"468,841.67",1.26,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-03-13
CA,88.92,"140,622.46","32,100,297.03",86.17,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-03-20
CA,47.68,"75,401.58","24,169,753.28",64.88,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-03-20
CA,22.31,"35,288.91","15,345,828.10",41.19,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-03-20
CA,0.43,681.31,"468,841.67",1.26,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-03-20
CA,77.01,"121,793.38","29,903,882.48",80.27,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-03-27
CA,40.77,"64,478.17","23,764,916.68",63.79,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-03-27
CA,12.56,"19,870.58","11,842,385.71",31.79,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-03-27
CA,2.50,"3,960.65","391,254.79",1.05,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-03-27
CA,77.01,"121,793.38","29,903,882.48",80.27,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-04-03
CA,40.90,"64,684.38","23,790,240.97",63.86,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-04-03
CA,12.72,"20,114.48","11,867,059.46",31.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-04-03
CA,2.50,"3,960.65","391,254.79",1.05,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-04-03
CA,66.15,"104,619.94","28,314,933.09",76.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-04-10
CA,37.10,"58,673.30","22,977,518.78",61.68,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-04-10
CA,13.77,"21,770.40","12,602,098.13",33.83,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-04-10
CA,2.50,"3,960.71","391,266.88",1.05,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-04-10
CA,65.90,"104,221.99","28,312,028.16",76.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-04-17
CA,37.10,"58,673.30","22,977,518.78",61.68,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-04-17
CA,13.77,"21,770.40","12,602,098.13",33.83,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-04-17
CA,2.50,"3,960.71","391,266.88",1.05,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-04-17
CA,65.90,"104,221.85","28,311,959.51",76.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-04-24
CA,37.10,"58,673.18","22,977,505.36",61.68,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-04-24
CA,13.77,"21,770.29","12,602,102.34",33.83,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-04-24
CA,2.55,"4,036.98","402,368.31",1.08,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-04-24
CA,65.90,"104,221.99","28,312,028.16",76.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-05-01
CA,37.10,"58,673.30","22,977,518.78",61.68,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-05-01
CA,13.99,"22,123.64","12,637,834.22",33.92,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-05-01
CA,2.80,"4,434.19","432,294.16",1.16,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-05-01
CA,65.81,"104,071.40","28,239,018.98",75.80,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-05-08
CA,37.10,"58,673.18","22,977,505.36",61.68,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-05-08
CA,13.99,"22,123.53","12,637,838.33",33.92,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-05-08
CA,2.80,"4,434.09","432,278.75",1.16,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-05-08
CA,69.51,"109,935.56","28,479,016.09",76.45,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-05-15
CA,37.15,"58,759.82","22,986,538.16",61.70,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-05-15
CA,20.83,"32,943.64","18,543,739.39",49.78,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-05-15
CA,2.80,"4,434.19","432,294.16",1.16,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-05-15
CA,69.51,"109,923.49","28,476,865.52",76.44,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-05-22
CA,37.08,"58,642.66","22,974,067.04",61.67,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-05-22
CA,20.75,"32,820.22","18,473,105.30",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-05-22
CA,2.78,"4,389.03","425,024.82",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-05-22
CA,69.51,"109,923.49","28,476,865.52",76.44,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-05-29
CA,37.08,"58,642.66","22,974,067.04",61.67,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-05-29
CA,20.75,"32,820.22","18,473,105.30",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-05-29
CA,2.78,"4,389.03","425,024.82",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-05-29
CA,69.61,"110,081.78","28,478,399.36",76.44,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-06-05
CA,37.08,"58,642.66","22,974,067.04",61.67,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-06-05
CA,20.75,"32,820.22","18,473,105.30",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-06-05
CA,2.78,"4,389.03","425,024.82",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-06-05
CA,69.61,"110,081.78","28,478,399.36",76.44,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-06-12
CA,37.07,"58,629.59","22,972,957.88",61.67,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-06-12
CA,20.75,"32,820.22","18,473,105.30",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-06-12
CA,2.77,"4,373.52","425,801.48",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-06-12
CA,69.63,"110,123.48","28,499,607.48",76.50,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-06-19
CA,37.07,"58,629.47","22,972,944.64",61.67,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-06-19
CA,20.75,"32,820.12","18,473,056.86",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-06-19
CA,2.77,"4,373.42","425,786.18",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-06-19
CA,85.08,"134,550.81","34,540,173.27",92.72,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-06-26
CA,44.17,"69,848.98","23,387,042.16",62.78,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-06-26
CA,20.75,"32,820.12","18,473,056.86",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-06-26
CA,2.77,"4,373.42","425,786.18",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-06-26
CA,85.15,"134,668.64","34,563,156.10",92.78,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-07-03
CA,44.17,"69,848.88","23,387,036.92",62.78,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-07-03
CA,20.75,"32,820.01","18,473,008.42",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-07-03
CA,2.77,"4,373.32","425,770.88",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-07-03
CA,85.15,"134,668.51","34,563,132.47",92.78,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-07-10
CA,44.12,"69,777.29","23,379,544.06",62.76,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-07-10
CA,20.75,"32,820.12","18,473,056.86",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-07-10
CA,2.77,"4,373.42","425,786.18",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-07-10
CA,85.15,"134,668.51","34,563,132.47",92.78,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-07-17
CA,44.14,"69,813.40","23,383,297.91",62.77,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-07-17
CA,20.75,"32,820.12","18,473,056.86",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-07-17
CA,2.77,"4,373.42","425,786.18",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-07-17
CA,86.18,"136,287.04","34,570,339.51",92.80,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-07-24
CA,44.73,"70,733.98","23,392,523.38",62.79,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-07-24
CA,20.75,"32,820.12","18,473,056.86",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-07-24
CA,2.77,"4,373.42","425,786.18",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-07-24
CA,86.16,"136,268.04","34,543,067.15",92.72,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-07-31
CA,44.80,"70,844.73","23,384,462.76",62.77,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-07-31
CA,20.75,"32,820.12","18,473,056.86",49.59,0.00,0.00,1,3,D2  ,California,"158,147.87",2018-07-31
CA,2.77,"4,373.42","425,786.18",1.14,0.00,0.00,1,4,D3  ,California,"158,147.87",2018-07-31
CA,86.17,"136,268.18","34,543,091.53",92.72,0.00,0.00,1,1,D0  ,California,"158,147.87",2018-08-07
CA,45.05,"71,240.31","23,388,505.81",62.78,0.00,0.00,1,2,D1  ,California,"158,147.87",2018-08-07
