StateAbbreviation,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,4.28,"6,773.13","36,394.68",0.10,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-02-23
CA,35.41,"56,000.32","7,110,801.11",19.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-03-02
CA,10.72,"16,945.96","152,549.91",0.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-03-02
CA,4.28,"6,773.13","36,394.68",0.10,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-03-02
CA,33.33,"52,709.38","5,989,579.36",16.08,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-03-09
CA,10.91,"17,251.81","157,847.47",0.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-03-09
CA,5.88,"9,299.42","58,154.01",0.16,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-03-09
CA,33.92,"53,650.14","5,932,294.91",15.92,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-03-16
CA,10.14,"16,031.49","132,097.56",0.35,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-03-16
CA,6.75,"10,671.44","67,914.42",0.18,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-03-16
CA,35.71,"56,475.92","6,145,865.99",16.50,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-03-23
CA,9.91,"15,677.32","123,255.87",0.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-03-23
CA,7.10,"11,226.47","78,458.22",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-03-23
CA,36.76,"58,132.37","6,159,053.38",16.53,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-03-30
CA,9.91,"15,677.32","123,255.87",0.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-03-30
CA,7.10,"11,226.47","78,458.22",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-03-30
CA,36.79,"58,190.46","6,164,817.69",16.55,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-04-06
CA,9.89,"15,640.08","122,992.40",0.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-04-06
CA,7.10,"11,226.47","78,458.22",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-04-06
CA,32.24,"50,988.71","5,232,333.13",14.05,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-04-13
CA,9.89,"15,640.08","122,992.40",0.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-04-13
CA,7.10,"11,226.47","78,458.22",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-04-13
CA,32.39,"51,223.52","5,226,813.99",14.03,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-04-20
CA,9.89,"15,640.08","122,992.40",0.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-04-20
CA,7.10,"11,226.47","78,458.22",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-04-20
CA,27.18,"42,988.37","2,021,698.63",5.43,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-04-27
CA,9.89,"15,640.08","122,992.40",0.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-04-27
CA,7.10,"11,226.47","78,458.22",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-04-27
CA,27.18,"42,988.37","2,021,698.63",5.43,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-05-04
CA,9.89,"15,640.08","122,992.40",0.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-05-04
CA,7.10,"11,226.47","78,458.22",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-05-04
CA,27.31,"43,193.76","2,028,385.43",5.44,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-05-11
CA,9.13,"14,433.11","114,454.83",0.31,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-05-11
CA,7.09,"11,215.39","78,379.88",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-05-11
CA,18.70,"29,571.04","706,078.79",1.90,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-05-18
CA,8.58,"13,564.91","108,313.51",0.29,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-05-18
CA,6.96,"11,009.32","76,922.25",0.21,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-05-18
CA,12.98,"20,528.21","223,699.17",0.60,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-05-25
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-05-25
CA,5.97,"9,445.88","48,543.48",0.13,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-05-25
CA,12.98,"20,528.21","223,699.17",0.60,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-06-01
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-06-01
CA,5.97,"9,445.88","48,543.48",0.13,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-06-01
CA,12.03,"19,027.99","195,708.48",0.53,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-06-08
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-06-08
CA,5.97,"9,445.88","48,543.48",0.13,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-06-08
CA,12.03,"19,027.99","195,708.48",0.53,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-06-15
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-06-15
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-06-15
CA,12.03,"19,027.99","195,708.48",0.53,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-06-22
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-06-22
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-06-22
CA,12.03,"19,027.99","195,708.48",0.53,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-06-29
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-06-29
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-06-29
CA,12.03,"19,027.99","195,708.48",0.53,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-07-06
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-07-06
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-07-06
CA,12.03,"19,027.99","195,708.48",0.53,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-07-13
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-07-13
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-07-13
CA,12.21,"19,311.15","233,522.56",0.63,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-07-20
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-07-20
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-07-20
CA,12.54,"19,836.48","279,061.60",0.75,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-07-27
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-07-27
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-07-27
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-08-03
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-08-03
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-08-03
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-08-10
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-08-10
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-08-10
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-08-17
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-08-17
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-08-17
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-08-24
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-08-24
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-08-24
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-08-31
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-08-31
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-08-31
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-09-07
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-09-07
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-09-07
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-09-14
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-09-14
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-09-14
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-09-21
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-09-21
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-09-21
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-09-28
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-09-28
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-09-28
CA,14.56,"23,022.58","620,934.84",1.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-10-05
CA,8.08,"12,773.52","91,026.31",0.24,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-10-05
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-10-05
CA,11.92,"18,858.00","585,016.60",1.57,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-10-12
CA,6.07,"9,592.68","79,901.29",0.21,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-10-12
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-10-12
CA,11.92,"18,858.00","585,016.60",1.57,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-10-19
CA,6.07,"9,592.68","79,901.29",0.21,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-10-19
CA,0.24,375.66,"2,154.80",0.01,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-10-19
CA,9.86,"15,597.21","415,896.08",1.12,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-10-26
CA,4.62,"7,305.65","55,600.09",0.15,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-10-26
CA,0.19,297.98,"1,605.29",0.00,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-10-26
CA,9.86,"15,597.21","415,896.08",1.12,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-11-02
CA,4.62,"7,305.65","55,600.09",0.15,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-11-02
CA,0.19,297.98,"1,605.29",0.00,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-11-02
CA,9.86,"15,597.21","415,896.08",1.12,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-11-09
CA,4.62,"7,305.65","55,600.09",0.15,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-11-09
CA,0.19,297.98,"1,605.29",0.00,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-11-09
CA,9.86,"15,597.21","415,896.08",1.12,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-11-16
CA,4.62,"7,305.65","55,600.09",0.15,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-11-16
CA,0.19,297.98,"1,605.29",0.00,0.00,0.00,1,3,D2  ,California,"158,147.87",2010-11-16
CA,9.86,"15,597.21","415,896.08",1.12,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-11-23
CA,2.41,"3,808.58","22,686.16",0.06,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-11-23
CA,18.33,"28,988.49","893,626.30",2.40,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-11-30
CA,2.41,"3,808.58","22,686.16",0.06,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-11-30
CA,21.07,"33,321.63","1,453,458.15",3.90,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-12-07
CA,2.14,"3,385.19","20,200.25",0.05,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-12-07
CA,20.44,"32,328.98","1,451,090.11",3.90,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-12-14
CA,1.25,"1,973.88","14,542.80",0.04,0.00,0.00,1,2,D1  ,California,"158,147.87",2010-12-14
CA,5.14,"8,133.16","596,365.47",1.60,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-12-21
CA,1.38,"2,188.44","19,963.05",0.05,0.00,0.00,1,1,D0  ,California,"158,147.87",2010-12-28
CA,1.38,"2,180.05","19,638.52",0.05,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-01-04
CA,0.07,114.12,"4,417.50",0.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-01-11
CA,0.06,101.70,"3,936.65",0.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-01-18
CA,0.06,101.70,"3,936.65",0.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-01-25
CA,0.06,101.70,"3,936.65",0.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-02-01
CA,22.66,"35,835.18","1,439,867.60",3.87,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-02-08
CA,22.66,"35,835.18","1,439,867.60",3.87,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-02-15
CA,0.06,101.70,"3,936.65",0.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-02-22
CA,0.06,101.70,"3,936.65",0.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-03-01
CA,5.80,"9,174.87","118,778.10",0.32,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-03-08
CA,5.80,"9,174.87","118,778.10",0.32,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-03-15
CA,3.13,"4,947.81","53,376.72",0.14,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-03-22
CA,0.06,101.70,"3,936.65",0.01,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-03-29
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-04-05
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-04-12
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-04-19
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-04-26
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-05-03
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-05-10
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-05-17
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-05-24
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-05-31
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-06-07
CA,0.01,15.26,590.56,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-06-14
CA,0.01,11.14,431.26,0.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-06-21
CA,12.29,"19,432.55","2,266,491.12",6.08,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-06-28
CA,12.29,"19,432.55","2,266,491.12",6.08,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-07-05
CA,12.13,"19,186.67","2,241,616.95",6.02,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-07-12
CA,14.66,"23,186.16","2,647,164.95",7.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-07-19
CA,14.66,"23,186.16","2,647,164.95",7.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-07-26
CA,14.66,"23,186.16","2,647,164.95",7.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-08-02
CA,14.66,"23,186.16","2,647,164.95",7.11,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-08-09
CA,7.88,"12,460.02","2,013,682.87",5.41,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-08-16
CA,7.88,"12,460.02","2,013,682.87",5.41,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-08-23
CA,7.86,"12,436.49","2,009,853.45",5.40,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-08-30
CA,12.45,"19,683.76","2,673,331.66",7.18,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-09-06
CA,12.64,"19,993.74","2,713,797.64",7.28,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-09-13
CA,10.86,"17,171.45","2,513,262.21",6.75,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-09-20
CA,10.86,"17,171.45","2,513,262.21",6.75,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-09-27
CA,10.75,"17,003.95","2,484,123.73",6.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-10-04
CA,10.75,"17,003.95","2,484,123.73",6.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-10-11
CA,10.75,"17,003.95","2,484,123.73",6.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-10-18
CA,10.75,"17,003.95","2,484,123.73",6.67,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-10-25
CA,10.78,"17,048.14","2,497,511.59",6.70,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-11-01
CA,11.49,"18,176.64","2,500,113.25",6.71,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-11-08
CA,11.58,"18,309.53","2,497,625.63",6.70,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-11-15
CA,11.58,"18,309.53","2,497,625.63",6.70,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-11-22
CA,11.68,"18,470.34","2,497,996.38",6.71,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-11-29
CA,17.47,"27,632.31","2,552,656.69",6.85,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-12-06
CA,25.68,"40,615.41","3,251,596.87",8.73,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-12-13
CA,28.42,"44,940.46","3,180,164.13",8.54,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-12-20
CA,66.09,"104,517.59","16,402,970.29",44.03,0.00,0.00,1,1,D0  ,California,"158,147.87",2011-12-27
CA,5.41,"8,562.25","57,647.88",0.15,0.00,0.00,1,2,D1  ,California,"158,147.87",2011-12-27
CA,70.09,"110,849.37","16,844,506.89",45.22,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-01-03
CA,46.34,"73,285.18","13,542,523.64",36.35,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-01-03
CA,80.90,"127,939.24","18,148,030.69",48.71,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-01-10
CA,46.34,"73,285.18","13,542,523.64",36.35,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-01-10
CA,3.10,"4,910.17","361,283.85",0.97,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-01-10
CA,81.26,"128,508.53","18,210,179.25",48.88,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-01-17
CA,46.34,"73,285.18","13,542,523.64",36.35,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-01-17
CA,3.10,"4,910.17","361,283.85",0.97,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-01-17
CA,80.88,"127,910.22","18,388,952.61",49.36,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-01-24
CA,41.23,"65,196.69","13,045,307.10",35.02,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-01-24
CA,88.91,"140,607.45","28,987,414.14",77.81,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-01-31
CA,57.33,"90,664.73","15,625,755.15",41.94,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-01-31
CA,89.63,"141,740.24","29,116,471.22",78.16,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-02-07
CA,59.06,"93,398.85","15,859,313.25",42.57,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-02-07
CA,89.63,"141,740.24","29,116,471.22",78.16,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-02-14
CA,59.06,"93,398.85","15,859,313.25",42.57,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-02-14
CA,95.23,"150,604.09","34,103,980.94",91.54,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-02-21
CA,67.76,"107,154.60","17,357,902.57",46.59,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-02-21
CA,5.06,"7,996.74","89,947.37",0.24,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-02-21
CA,95.61,"151,211.87","34,110,169.74",91.56,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-02-28
CA,72.09,"114,006.17","17,483,169.98",46.93,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-02-28
CA,16.02,"25,337.70","857,366.89",2.30,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-02-28
CA,95.61,"151,211.87","34,110,169.74",91.56,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-03-06
CA,75.24,"118,986.44","17,587,019.52",47.21,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-03-06
CA,16.02,"25,337.70","857,366.89",2.30,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-03-06
CA,99.89,"157,971.76","37,249,017.18",99.99,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-03-13
CA,90.14,"142,557.68","33,092,089.81",88.83,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-03-13
CA,45.73,"72,313.98","13,839,514.38",37.15,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-03-13
CA,97.78,"154,644.32","37,169,460.51",99.77,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-03-20
CA,89.61,"141,723.43","33,113,395.96",88.89,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-03-20
CA,40.14,"63,480.67","10,864,223.48",29.16,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-03-20
CA,97.78,"154,629.30","37,169,400.62",99.77,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-03-27
CA,89.61,"141,723.43","33,113,395.96",88.89,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-03-27
CA,46.25,"73,147.44","11,197,121.23",30.06,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-03-27
CA,96.46,"152,544.31","37,094,565.00",99.57,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-04-03
CA,82.01,"129,691.91","32,340,478.97",86.81,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-04-03
CA,46.25,"73,147.44","11,197,121.23",30.06,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-04-03
CA,95.11,"150,413.83","37,063,986.83",99.49,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-04-10
CA,81.47,"128,847.33","32,613,674.90",87.54,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-04-10
CA,49.00,"77,487.83","11,641,487.10",31.25,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-04-10
CA,84.16,"133,100.14","32,468,637.76",87.15,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-04-17
CA,60.23,"95,254.57","15,915,396.56",42.72,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-04-17
CA,26.35,"41,668.13","3,654,656.86",9.81,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-04-17
CA,84.16,"133,100.14","32,468,637.76",87.15,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-04-24
CA,60.23,"95,254.57","15,915,396.56",42.72,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-04-24
CA,22.87,"36,167.13","2,269,132.71",6.09,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-04-24
CA,84.16,"133,100.14","32,468,637.76",87.15,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-05-01
CA,58.97,"93,261.36","15,421,882.96",41.40,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-05-01
CA,21.14,"33,435.36","1,953,010.55",5.24,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-05-01
CA,84.11,"133,020.23","32,444,467.61",87.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-05-08
CA,58.89,"93,138.77","15,396,527.58",41.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-05-08
CA,21.14,"33,435.36","1,953,010.55",5.24,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-05-08
CA,84.11,"133,020.23","32,444,467.61",87.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-05-15
CA,58.89,"93,138.77","15,396,527.58",41.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-05-15
CA,22.60,"35,735.93","1,958,027.69",5.26,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-05-15
CA,84.11,"133,020.23","32,444,467.61",87.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-05-22
CA,58.89,"93,138.77","15,396,527.58",41.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-05-22
CA,22.60,"35,735.93","1,958,027.69",5.26,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-05-22
CA,84.11,"133,020.23","32,444,467.61",87.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-05-29
CA,58.89,"93,138.77","15,396,527.58",41.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-05-29
CA,22.60,"35,735.93","1,958,027.69",5.26,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-05-29
CA,84.11,"133,020.23","32,444,467.61",87.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2012-06-05
CA,58.89,"93,138.77","15,396,527.58",41.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2012-06-05
CA,22.60,"35,735.93","1,958,027.69",5.26,0.00,0.00,1,3,D2  ,California,"158,147.87",2012-06-05
